#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,0,0,0,1
3,1,0,0,1
4,0,0,0,2
5,1,0,0,2
6,0,0,1,0
7,1,0,1,0
8,0,0,1,1
9,1,0,1,1
10,0,0,1,2
11,1,0,1,2
12,0,0,2,0
13,1,0,2,0
14,0,0,2,1
15,1,0,2,1
16,0,0,2,2
17,1,0,2,2
18,0,0,3,0
19,1,0,3,0
20,0,0,3,1
21,1,0,3,1
22,0,0,3,2
23,1,0,3,2
24,0,0,4,0
25,1,0,4,0
26,0,0,4,1
27,1,0,4,1
28,0,0,4,2
29,1,0,4,2
30,0,0,5,0
31,1,0,5,0
32,0,0,5,1
33,1,0,5,1
34,0,0,5,2
35,1,0,5,2
36,0,1,0,0
37,1,1,0,0
38,0,1,0,1
39,1,1,0,1
40,0,1,0,2
41,1,1,0,2
42,0,1,1,0
43,1,1,1,0
44,0,1,1,1
45,1,1,1,1
46,0,1,1,2
47,1,1,1,2
48,0,1,2,0
49,1,1,2,0
50,0,1,2,1
51,1,1,2,1
52,0,1,2,2
53,1,1,2,2
54,0,1,3,0
55,1,1,3,0
56,0,1,3,1
57,1,1,3,1
58,0,1,3,2
59,1,1,3,2
60,0,1,4,0
61,1,1,4,0
62,0,1,4,1
63,1,1,4,1
64,0,1,4,2
65,1,1,4,2
66,0,1,5,0
67,1,1,5,0
68,0,1,5,1
69,1,1,5,1
70,0,1,5,2
71,1,1,5,2
72,0,2,0,0
73,1,2,0,0
74,0,2,0,1
75,1,2,0,1
76,0,2,0,2
77,1,2,0,2
78,0,2,1,0
79,1,2,1,0
80,0,2,1,1
81,1,2,1,1
82,0,2,1,2
83,1,2,1,2
84,0,2,2,0
85,1,2,2,0
86,0,2,2,1
87,1,2,2,1
88,0,2,2,2
89,1,2,2,2
90,0,2,3,0
91,1,2,3,0
92,0,2,3,1
93,1,2,3,1
94,0,2,3,2
95,1,2,3,2
96,0,2,4,0
97,1,2,4,0
98,0,2,4,1
99,1,2,4,1
100,0,2,4,2
101,1,2,4,2
102,0,2,5,0
103,1,2,5,0
104,0,2,5,1
105,1,2,5,1
106,0,2,5,2
107,1,2,5,2
108,0,3,0,0
109,1,3,0,0
110,0,3,0,1
111,1,3,0,1
112,0,3,0,2
113,1,3,0,2
114,0,3,1,0
115,1,3,1,0
116,0,3,1,1
117,1,3,1,1
118,0,3,1,2
119,1,3,1,2
120,0,3,2,0
121,1,3,2,0
122,0,3,2,1
123,1,3,2,1
124,0,3,2,2
125,1,3,2,2
126,0,3,3,0
127,1,3,3,0
128,0,3,3,1
129,1,3,3,1
130,0,3,3,2
131,1,3,3,2
132,0,3,4,0
133,1,3,4,0
134,0,3,4,1
135,1,3,4,1
136,0,3,4,2
137,1,3,4,2
138,0,3,5,0
139,1,3,5,0
140,0,3,5,1
141,1,3,5,1
142,0,3,5,2
143,1,3,5,2
144,0,4,0,0
145,1,4,0,0
146,0,4,0,1
147,1,4,0,1
148,0,4,0,2
149,1,4,0,2
150,0,4,1,0
151,1,4,1,0
152,0,4,1,1
153,1,4,1,1
154,0,4,1,2
155,1,4,1,2
156,0,4,2,0
157,1,4,2,0
158,0,4,2,1
159,1,4,2,1
160,0,4,2,2
161,1,4,2,2
162,0,4,3,0
163,1,4,3,0
164,0,4,3,1
165,1,4,3,1
166,0,4,3,2
167,1,4,3,2
168,0,4,4,0
169,1,4,4,0
170,0,4,4,1
171,1,4,4,1
172,0,4,4,2
173,1,4,4,2
174,0,4,5,0
175,1,4,5,0
176,0,4,5,1
177,1,4,5,1
178,0,4,5,2
179,1,4,5,2
180,0,5,0,0
181,1,5,0,0
182,0,5,0,1
183,1,5,0,1
184,0,5,0,2
185,1,5,0,2
186,0,5,1,0
187,1,5,1,0
188,0,5,1,1
189,1,5,1,1
190,0,5,1,2
191,1,5,1,2
192,0,5,2,0
193,1,5,2,0
194,0,5,2,1
195,1,5,2,1
196,0,5,2,2
197,1,5,2,2
198,0,5,3,0
199,1,5,3,0
200,0,5,3,1
201,1,5,3,1
202,0,5,3,2
203,1,5,3,2
204,0,5,4,0
205,1,5,4,0
206,0,5,4,1
207,1,5,4,1
208,0,5,4,2
209,1,5,4,2
210,0,5,5,0
211,1,5,5,0
212,0,5,5,1
213,1,5,5,1
214,0,5,5,2
215,1,5,5,2
216,0,6,0,0
217,1,6,0,0
218,0,6,0,1
219,1,6,0,1
220,0,6,0,2
221,1,6,0,2
222,0,6,1,0
223,1,6,1,0
224,0,6,1,1
225,1,6,1,1
226,0,6,1,2
227,1,6,1,2
228,0,6,2,0
229,1,6,2,0
230,0,6,2,1
231,1,6,2,1
232,0,6,2,2
233,1,6,2,2
234,0,6,3,0
235,1,6,3,0
236,0,6,3,1
237,1,6,3,1
238,0,6,3,2
239,1,6,3,2
240,0,6,4,0
241,1,6,4,0
242,0,6,4,1
243,1,6,4,1
244,0,6,4,2
245,1,6,4,2
246,0,6,5,0
247,1,6,5,0
248,0,6,5,1
249,1,6,5,1
250,0,6,5,2
251,1,6,5,2
252,0,7,0,0
253,1,7,0,0
254,0,7,0,1
255,1,7,0,1
256,0,7,0,2
257,1,7,0,2
258,0,7,1,0
259,1,7,1,0
260,0,7,1,1
261,1,7,1,1
262,0,7,1,2
263,1,7,1,2
264,0,7,2,0
265,1,7,2,0
266,0,7,2,1
267,1,7,2,1
268,0,7,2,2
269,1,7,2,2
270,0,7,3,0
271,1,7,3,0
272,0,7,3,1
273,1,7,3,1
