#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,0,0,0,1
3,1,0,0,1
4,0,0,0,2
5,1,0,0,2
6,0,0,0,3
7,1,0,0,3
8,0,0,0,4
9,1,0,0,4
10,0,0,1,0
11,1,0,1,0
12,0,0,1,1
13,1,0,1,1
14,0,0,1,2
15,1,0,1,2
16,0,0,1,3
17,1,0,1,3
18,0,0,1,4
19,1,0,1,4
20,0,0,2,0
21,1,0,2,0
22,0,0,2,1
23,1,0,2,1
24,0,0,2,2
25,1,0,2,2
26,0,0,2,3
27,1,0,2,3
28,0,0,2,4
29,1,0,2,4
30,0,1,0,0
31,1,1,0,0
32,0,1,0,1
33,1,1,0,1
34,0,1,0,2
35,1,1,0,2
36,0,1,0,3
37,1,1,0,3
38,0,1,0,4
39,1,1,0,4
40,0,1,1,0
41,1,1,1,0
42,0,1,1,1
43,1,1,1,1
44,0,1,1,2
45,1,1,1,2
46,0,1,1,3
47,1,1,1,3
48,0,1,1,4
49,1,1,1,4
50,0,1,2,0
51,1,1,2,0
52,0,1,2,1
53,1,1,2,1
54,0,1,2,2
55,1,1,2,2
56,0,1,2,3
57,1,1,2,3
58,0,1,2,4
59,1,1,2,4
60,0,2,0,0
61,1,2,0,0
62,0,2,0,1
63,1,2,0,1
64,0,2,0,2
65,1,2,0,2
66,0,2,0,3
67,1,2,0,3
68,0,2,0,4
69,1,2,0,4
70,0,2,1,0
71,1,2,1,0
72,0,2,1,1
73,1,2,1,1
74,0,2,1,2
75,1,2,1,2
76,0,2,1,3
77,1,2,1,3
78,0,2,1,4
79,1,2,1,4
80,0,2,2,0
81,1,2,2,0
82,0,2,2,1
83,1,2,2,1
84,0,2,2,2
85,1,2,2,2
86,0,2,2,3
87,1,2,2,3
88,0,2,2,4
89,1,2,2,4
90,0,3,0,0
91,1,3,0,0
92,0,3,0,1
93,1,3,0,1
94,0,3,0,2
95,1,3,0,2
96,0,3,0,3
97,1,3,0,3
98,0,3,0,4
99,1,3,0,4
100,0,3,1,0
101,1,3,1,0
102,0,3,1,1
103,1,3,1,1
104,0,3,1,2
105,1,3,1,2
106,0,3,1,3
107,1,3,1,3
108,0,3,1,4
109,1,3,1,4
110,0,3,2,0
111,1,3,2,0
112,0,3,2,1
113,1,3,2,1
114,0,3,2,2
115,1,3,2,2
116,0,3,2,3
117,1,3,2,3
118,0,3,2,4
119,1,3,2,4
120,0,4,0,0
121,1,4,0,0
122,0,4,0,1
123,1,4,0,1
124,0,4,0,2
125,1,4,0,2
126,0,4,0,3
127,1,4,0,3
128,0,4,0,4
129,1,4,0,4
130,0,4,1,0
131,1,4,1,0
132,0,4,1,1
133,1,4,1,1
134,0,4,1,2
135,1,4,1,2
136,0,4,1,3
137,1,4,1,3
138,0,4,1,4
139,1,4,1,4
140,0,4,2,0
141,1,4,2,0
142,0,4,2,1
143,1,4,2,1
144,0,4,2,2
145,1,4,2,2
146,0,4,2,3
147,1,4,2,3
148,0,4,2,4
149,1,4,2,4
150,0,5,0,0
151,1,5,0,0
152,0,5,0,1
153,1,5,0,1
154,0,5,0,2
155,1,5,0,2
156,0,5,0,3
157,1,5,0,3
158,0,5,0,4
159,1,5,0,4
160,0,5,1,0
161,1,5,1,0
162,0,5,1,1
163,1,5,1,1
164,0,5,1,2
165,1,5,1,2
166,0,5,1,3
167,1,5,1,3
168,0,5,1,4
169,1,5,1,4
170,0,5,2,0
171,1,5,2,0
172,0,5,2,1
173,1,5,2,1
174,0,5,2,2
175,1,5,2,2
176,0,5,2,3
177,1,5,2,3
178,0,5,2,4
179,1,5,2,4
180,0,6,0,0
181,1,6,0,0
182,0,6,0,1
183,1,6,0,1
184,0,6,0,2
185,1,6,0,2
186,0,6,0,3
187,1,6,0,3
188,0,6,0,4
189,1,6,0,4
190,0,6,1,0
191,1,6,1,0
192,0,6,1,1
193,1,6,1,1
194,0,6,1,2
195,1,6,1,2
196,0,6,1,3
197,1,6,1,3
198,0,6,1,4
199,1,6,1,4
200,0,6,2,0
201,1,6,2,0
202,0,6,2,1
203,1,6,2,1
204,0,6,2,2
205,1,6,2,2
206,0,6,2,3
207,1,6,2,3
208,0,6,2,4
209,1,6,2,4
210,0,7,0,0
211,1,7,0,0
212,0,7,0,1
213,1,7,0,1
214,0,7,0,2
215,1,7,0,2
216,0,7,0,3
217,1,7,0,3
218,0,7,0,4
219,1,7,0,4
220,0,7,1,0
221,1,7,1,0
222,0,7,1,1
223,1,7,1,1
224,0,7,1,2
225,1,7,1,2
226,0,7,1,3
227,1,7,1,3
228,0,7,1,4
229,1,7,1,4
230,0,7,2,0
231,1,7,2,0
232,0,7,2,1
233,1,7,2,1
234,0,7,2,2
235,1,7,2,2
236,0,7,2,3
237,1,7,2,3
238,0,7,2,4
239,1,7,2,4
240,0,8,0,0
241,1,8,0,0
242,0,8,0,1
243,1,8,0,1
244,0,8,0,2
245,1,8,0,2
246,0,8,0,3
247,1,8,0,3
248,0,8,0,4
249,1,8,0,4
250,0,8,1,0
251,1,8,1,0
252,0,8,1,1
253,1,8,1,1
254,0,8,1,2
255,1,8,1,2
256,0,8,1,3
257,1,8,1,3
258,0,8,1,4
259,1,8,1,4
260,0,8,2,0
261,1,8,2,0
262,0,8,2,1
263,1,8,2,1
264,0,8,2,2
265,1,8,2,2
266,0,8,2,3
267,1,8,2,3
268,0,8,2,4
269,1,8,2,4
270,0,9,0,0
271,1,9,0,0
272,0,9,0,1
273,1,9,0,1
