#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
4,0,0,0,4
5,0,0,1,0
6,0,0,1,1
7,0,0,1,2
8,0,0,1,3
9,0,0,1,4
10,0,0,2,0
11,0,0,2,1
12,0,0,2,2
13,0,0,2,3
14,0,0,2,4
15,0,0,3,0
16,0,0,3,1
17,0,0,3,2
18,0,0,3,3
19,0,0,3,4
20,0,0,4,0
21,0,0,4,1
22,0,0,4,2
23,0,0,4,3
24,0,0,4,4
25,0,0,5,0
26,0,0,5,1
27,0,0,5,2
28,0,0,5,3
29,0,0,5,4
30,0,0,6,0
31,0,0,6,1
32,0,0,6,2
33,0,0,6,3
34,0,0,6,4
35,0,1,0,0
36,0,1,0,1
37,0,1,0,2
38,0,1,0,3
39,0,1,0,4
40,0,1,1,0
41,0,1,1,1
42,0,1,1,2
43,0,1,1,3
44,0,1,1,4
45,0,1,2,0
46,0,1,2,1
47,0,1,2,2
48,0,1,2,3
49,0,1,2,4
50,0,1,3,0
51,0,1,3,1
52,0,1,3,2
53,0,1,3,3
54,0,1,3,4
55,0,1,4,0
56,0,1,4,1
57,0,1,4,2
58,0,1,4,3
59,0,1,4,4
60,0,1,5,0
61,0,1,5,1
62,0,1,5,2
63,0,1,5,3
64,0,1,5,4
65,0,1,6,0
66,0,1,6,1
67,0,1,6,2
68,0,1,6,3
69,0,1,6,4
70,0,2,0,0
71,0,2,0,1
72,0,2,0,2
73,0,2,0,3
74,0,2,0,4
75,0,2,1,0
76,0,2,1,1
77,0,2,1,2
78,0,2,1,3
79,0,2,1,4
80,0,2,2,0
81,0,2,2,1
82,0,2,2,2
83,0,2,2,3
84,0,2,2,4
85,0,2,3,0
86,0,2,3,1
87,0,2,3,2
88,0,2,3,3
89,0,2,3,4
90,0,2,4,0
91,0,2,4,1
92,0,2,4,2
93,0,2,4,3
94,0,2,4,4
95,0,2,5,0
96,0,2,5,1
97,0,2,5,2
98,0,2,5,3
99,0,2,5,4
100,0,2,6,0
101,0,2,6,1
102,0,2,6,2
103,0,2,6,3
104,0,2,6,4
105,0,3,0,0
106,0,3,0,1
107,0,3,0,2
108,0,3,0,3
109,0,3,0,4
110,0,3,1,0
111,0,3,1,1
112,0,3,1,2
113,0,3,1,3
114,0,3,1,4
115,0,3,2,0
116,0,3,2,1
117,0,3,2,2
118,0,3,2,3
119,0,3,2,4
120,0,3,3,0
121,0,3,3,1
122,0,3,3,2
123,0,3,3,3
124,0,3,3,4
125,0,3,4,0
126,0,3,4,1
127,0,3,4,2
128,0,3,4,3
129,0,3,4,4
130,0,3,5,0
131,0,3,5,1
132,0,3,5,2
133,0,3,5,3
134,0,3,5,4
135,0,3,6,0
136,0,3,6,1
137,0,3,6,2
138,0,3,6,3
139,0,3,6,4
140,0,4,0,0
141,0,4,0,1
142,0,4,0,2
143,0,4,0,3
144,0,4,0,4
145,0,4,1,0
146,0,4,1,1
147,0,4,1,2
148,0,4,1,3
149,0,4,1,4
150,0,4,2,0
151,0,4,2,1
152,0,4,2,2
153,0,4,2,3
154,0,4,2,4
155,0,4,3,0
156,0,4,3,1
157,0,4,3,2
158,0,4,3,3
159,0,4,3,4
160,0,4,4,0
161,0,4,4,1
162,0,4,4,2
163,0,4,4,3
164,0,4,4,4
165,0,4,5,0
166,0,4,5,1
167,0,4,5,2
168,0,4,5,3
169,0,4,5,4
170,0,4,6,0
171,0,4,6,1
172,0,4,6,2
173,0,4,6,3
