#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,2,0,0,0
3,3,0,0,0
4,4,0,0,0
5,5,0,0,0
6,0,0,0,1
7,1,0,0,1
8,2,0,0,1
9,3,0,0,1
10,4,0,0,1
11,5,0,0,1
12,0,0,0,2
13,1,0,0,2
14,2,0,0,2
15,3,0,0,2
16,4,0,0,2
17,5,0,0,2
18,0,0,0,3
19,1,0,0,3
20,2,0,0,3
21,3,0,0,3
22,4,0,0,3
23,5,0,0,3
24,0,0,0,4
25,1,0,0,4
26,2,0,0,4
27,3,0,0,4
28,4,0,0,4
29,5,0,0,4
30,0,0,1,0
31,1,0,1,0
32,2,0,1,0
33,3,0,1,0
34,4,0,1,0
35,5,0,1,0
36,0,0,1,1
37,1,0,1,1
38,2,0,1,1
39,3,0,1,1
40,4,0,1,1
41,5,0,1,1
42,0,0,1,2
43,1,0,1,2
44,2,0,1,2
45,3,0,1,2
46,4,0,1,2
47,5,0,1,2
48,0,0,1,3
49,1,0,1,3
50,2,0,1,3
51,3,0,1,3
52,4,0,1,3
53,5,0,1,3
54,0,0,1,4
55,1,0,1,4
56,2,0,1,4
57,3,0,1,4
58,4,0,1,4
59,5,0,1,4
60,0,0,2,0
61,1,0,2,0
62,2,0,2,0
63,3,0,2,0
64,4,0,2,0
65,5,0,2,0
66,0,0,2,1
67,1,0,2,1
68,2,0,2,1
69,3,0,2,1
70,4,0,2,1
71,5,0,2,1
72,0,0,2,2
73,1,0,2,2
74,2,0,2,2
75,3,0,2,2
76,4,0,2,2
77,5,0,2,2
78,0,0,2,3
79,1,0,2,3
80,2,0,2,3
81,3,0,2,3
82,4,0,2,3
83,5,0,2,3
84,0,0,2,4
85,1,0,2,4
86,2,0,2,4
87,3,0,2,4
88,4,0,2,4
89,5,0,2,4
90,0,0,3,0
91,1,0,3,0
92,2,0,3,0
93,3,0,3,0
94,4,0,3,0
95,5,0,3,0
96,0,0,3,1
97,1,0,3,1
98,2,0,3,1
99,3,0,3,1
100,4,0,3,1
101,5,0,3,1
102,0,0,3,2
103,1,0,3,2
104,2,0,3,2
105,3,0,3,2
106,4,0,3,2
107,5,0,3,2
108,0,0,3,3
109,1,0,3,3
110,2,0,3,3
111,3,0,3,3
112,4,0,3,3
113,5,0,3,3
114,0,0,3,4
115,1,0,3,4
116,2,0,3,4
117,3,0,3,4
118,4,0,3,4
119,5,0,3,4
120,0,0,4,0
121,1,0,4,0
122,2,0,4,0
123,3,0,4,0
124,4,0,4,0
125,5,0,4,0
126,0,0,4,1
127,1,0,4,1
128,2,0,4,1
129,3,0,4,1
130,4,0,4,1
131,5,0,4,1
132,0,0,4,2
133,1,0,4,2
134,2,0,4,2
135,3,0,4,2
136,4,0,4,2
137,5,0,4,2
138,0,0,4,3
139,1,0,4,3
140,2,0,4,3
141,3,0,4,3
142,4,0,4,3
143,5,0,4,3
144,0,0,4,4
145,1,0,4,4
146,2,0,4,4
147,3,0,4,4
148,4,0,4,4
149,5,0,4,4
150,0,0,5,0
151,1,0,5,0
152,2,0,5,0
153,3,0,5,0
154,4,0,5,0
155,5,0,5,0
156,0,0,5,1
157,1,0,5,1
158,2,0,5,1
159,3,0,5,1
160,4,0,5,1
161,5,0,5,1
162,0,0,5,2
163,1,0,5,2
164,2,0,5,2
165,3,0,5,2
166,4,0,5,2
167,5,0,5,2
168,0,0,5,3
169,1,0,5,3
170,2,0,5,3
171,3,0,5,3
172,4,0,5,3
173,5,0,5,3
174,0,0,5,4
175,1,0,5,4
176,2,0,5,4
177,3,0,5,4
178,4,0,5,4
179,5,0,5,4
180,0,0,6,0
181,1,0,6,0
182,2,0,6,0
183,3,0,6,0
184,4,0,6,0
185,5,0,6,0
186,0,0,6,1
187,1,0,6,1
188,2,0,6,1
189,3,0,6,1
190,4,0,6,1
191,5,0,6,1
192,0,0,6,2
193,1,0,6,2
194,2,0,6,2
195,3,0,6,2
196,4,0,6,2
197,5,0,6,2
198,0,0,6,3
199,1,0,6,3
200,2,0,6,3
201,3,0,6,3
202,4,0,6,3
203,5,0,6,3
204,0,0,6,4
205,1,0,6,4
206,2,0,6,4
207,3,0,6,4
208,4,0,6,4
209,5,0,6,4
210,0,1,0,0
211,1,1,0,0
212,2,1,0,0
213,3,1,0,0
214,4,1,0,0
215,5,1,0,0
216,0,1,0,1
217,1,1,0,1
218,2,1,0,1
219,3,1,0,1
220,4,1,0,1
221,5,1,0,1
222,0,1,0,2
223,1,1,0,2
224,2,1,0,2
225,3,1,0,2
226,4,1,0,2
227,5,1,0,2
228,0,1,0,3
229,1,1,0,3
230,2,1,0,3
231,3,1,0,3
232,4,1,0,3
233,5,1,0,3
234,0,1,0,4
235,1,1,0,4
236,2,1,0,4
237,3,1,0,4
238,4,1,0,4
239,5,1,0,4
240,0,1,1,0
241,1,1,1,0
242,2,1,1,0
243,3,1,1,0
244,4,1,1,0
245,5,1,1,0
246,0,1,1,1
247,1,1,1,1
248,2,1,1,1
249,3,1,1,1
250,4,1,1,1
251,5,1,1,1
252,0,1,1,2
253,1,1,1,2
254,2,1,1,2
255,3,1,1,2
256,4,1,1,2
257,5,1,1,2
258,0,1,1,3
259,1,1,1,3
260,2,1,1,3
261,3,1,1,3
262,4,1,1,3
263,5,1,1,3
264,0,1,1,4
265,1,1,1,4
266,2,1,1,4
267,3,1,1,4
268,4,1,1,4
269,5,1,1,4
270,0,1,2,0
271,1,1,2,0
272,2,1,2,0
273,3,1,2,0
