#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
4,0,0,0,4
5,0,0,0,5
6,0,0,1,0
7,0,0,1,1
8,0,0,1,2
9,0,0,1,3
10,0,0,1,4
11,0,0,1,5
12,0,0,2,0
13,0,0,2,1
14,0,0,2,2
15,0,0,2,3
16,0,0,2,4
17,0,0,2,5
18,0,0,3,0
19,0,0,3,1
20,0,0,3,2
21,0,0,3,3
22,0,0,3,4
23,0,0,3,5
24,0,0,4,0
25,0,0,4,1
26,0,0,4,2
27,0,0,4,3
28,0,0,4,4
29,0,0,4,5
30,0,0,5,0
31,0,0,5,1
32,0,0,5,2
33,0,0,5,3
34,0,0,5,4
35,0,0,5,5
36,0,0,6,0
37,0,0,6,1
38,0,0,6,2
39,0,0,6,3
40,0,0,6,4
41,0,0,6,5
42,0,1,0,0
43,0,1,0,1
44,0,1,0,2
45,0,1,0,3
46,0,1,0,4
47,0,1,0,5
48,0,1,1,0
49,0,1,1,1
50,0,1,1,2
51,0,1,1,3
52,0,1,1,4
53,0,1,1,5
54,0,1,2,0
55,0,1,2,1
56,0,1,2,2
57,0,1,2,3
58,0,1,2,4
59,0,1,2,5
60,0,1,3,0
61,0,1,3,1
62,0,1,3,2
63,0,1,3,3
64,0,1,3,4
65,0,1,3,5
66,0,1,4,0
67,0,1,4,1
68,0,1,4,2
69,0,1,4,3
70,0,1,4,4
71,0,1,4,5
72,0,1,5,0
73,0,1,5,1
74,0,1,5,2
75,0,1,5,3
76,0,1,5,4
77,0,1,5,5
78,0,1,6,0
79,0,1,6,1
80,0,1,6,2
81,0,1,6,3
82,0,1,6,4
83,0,1,6,5
84,0,2,0,0
85,0,2,0,1
86,0,2,0,2
87,0,2,0,3
88,0,2,0,4
89,0,2,0,5
90,0,2,1,0
91,0,2,1,1
92,0,2,1,2
93,0,2,1,3
94,0,2,1,4
95,0,2,1,5
96,0,2,2,0
97,0,2,2,1
98,0,2,2,2
99,0,2,2,3
100,0,2,2,4
101,0,2,2,5
102,0,2,3,0
103,0,2,3,1
104,0,2,3,2
105,0,2,3,3
106,0,2,3,4
107,0,2,3,5
108,0,2,4,0
109,0,2,4,1
110,0,2,4,2
111,0,2,4,3
112,0,2,4,4
113,0,2,4,5
114,0,2,5,0
115,0,2,5,1
116,0,2,5,2
117,0,2,5,3
118,0,2,5,4
119,0,2,5,5
120,0,2,6,0
121,0,2,6,1
122,0,2,6,2
123,0,2,6,3
124,0,2,6,4
125,0,2,6,5
126,0,3,0,0
127,0,3,0,1
128,0,3,0,2
129,0,3,0,3
130,0,3,0,4
131,0,3,0,5
132,0,3,1,0
133,0,3,1,1
134,0,3,1,2
135,0,3,1,3
136,0,3,1,4
137,0,3,1,5
138,0,3,2,0
139,0,3,2,1
140,0,3,2,2
141,0,3,2,3
142,0,3,2,4
143,0,3,2,5
144,0,3,3,0
145,0,3,3,1
146,0,3,3,2
147,0,3,3,3
148,0,3,3,4
149,0,3,3,5
150,0,3,4,0
151,0,3,4,1
152,0,3,4,2
153,0,3,4,3
154,0,3,4,4
155,0,3,4,5
156,0,3,5,0
157,0,3,5,1
158,0,3,5,2
159,0,3,5,3
160,0,3,5,4
161,0,3,5,5
162,0,3,6,0
163,0,3,6,1
164,0,3,6,2
165,0,3,6,3
166,0,3,6,4
167,0,3,6,5
168,0,4,0,0
169,0,4,0,1
170,0,4,0,2
171,0,4,0,3
172,0,4,0,4
173,0,4,0,5
