#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,2,0,0,0
3,3,0,0,0
4,4,0,0,0
5,5,0,0,0
6,6,0,0,0
7,7,0,0,0
8,0,0,0,1
9,1,0,0,1
10,2,0,0,1
11,3,0,0,1
12,4,0,0,1
13,5,0,0,1
14,6,0,0,1
15,7,0,0,1
16,0,0,0,2
17,1,0,0,2
18,2,0,0,2
19,3,0,0,2
20,4,0,0,2
21,5,0,0,2
22,6,0,0,2
23,7,0,0,2
24,0,0,0,3
25,1,0,0,3
26,2,0,0,3
27,3,0,0,3
28,4,0,0,3
29,5,0,0,3
30,6,0,0,3
31,7,0,0,3
32,0,0,1,0
33,1,0,1,0
34,2,0,1,0
35,3,0,1,0
36,4,0,1,0
37,5,0,1,0
38,6,0,1,0
39,7,0,1,0
40,0,0,1,1
41,1,0,1,1
42,2,0,1,1
43,3,0,1,1
44,4,0,1,1
45,5,0,1,1
46,6,0,1,1
47,7,0,1,1
48,0,0,1,2
49,1,0,1,2
50,2,0,1,2
51,3,0,1,2
52,4,0,1,2
53,5,0,1,2
54,6,0,1,2
55,7,0,1,2
56,0,0,1,3
57,1,0,1,3
58,2,0,1,3
59,3,0,1,3
60,4,0,1,3
61,5,0,1,3
62,6,0,1,3
63,7,0,1,3
64,0,0,2,0
65,1,0,2,0
66,2,0,2,0
67,3,0,2,0
68,4,0,2,0
69,5,0,2,0
70,6,0,2,0
71,7,0,2,0
72,0,0,2,1
73,1,0,2,1
74,2,0,2,1
75,3,0,2,1
76,4,0,2,1
77,5,0,2,1
78,6,0,2,1
79,7,0,2,1
80,0,0,2,2
81,1,0,2,2
82,2,0,2,2
83,3,0,2,2
84,4,0,2,2
85,5,0,2,2
86,6,0,2,2
87,7,0,2,2
88,0,0,2,3
89,1,0,2,3
90,2,0,2,3
91,3,0,2,3
92,4,0,2,3
93,5,0,2,3
94,6,0,2,3
95,7,0,2,3
96,0,0,3,0
97,1,0,3,0
98,2,0,3,0
99,3,0,3,0
100,4,0,3,0
101,5,0,3,0
102,6,0,3,0
103,7,0,3,0
104,0,0,3,1
105,1,0,3,1
106,2,0,3,1
107,3,0,3,1
108,4,0,3,1
109,5,0,3,1
110,6,0,3,1
111,7,0,3,1
112,0,0,3,2
113,1,0,3,2
114,2,0,3,2
115,3,0,3,2
116,4,0,3,2
117,5,0,3,2
118,6,0,3,2
119,7,0,3,2
120,0,0,3,3
121,1,0,3,3
122,2,0,3,3
123,3,0,3,3
124,4,0,3,3
125,5,0,3,3
126,6,0,3,3
127,7,0,3,3
128,0,0,4,0
129,1,0,4,0
130,2,0,4,0
131,3,0,4,0
132,4,0,4,0
133,5,0,4,0
134,6,0,4,0
135,7,0,4,0
136,0,0,4,1
137,1,0,4,1
138,2,0,4,1
139,3,0,4,1
140,4,0,4,1
141,5,0,4,1
142,6,0,4,1
143,7,0,4,1
144,0,0,4,2
145,1,0,4,2
146,2,0,4,2
147,3,0,4,2
148,4,0,4,2
149,5,0,4,2
150,6,0,4,2
151,7,0,4,2
152,0,0,4,3
153,1,0,4,3
154,2,0,4,3
155,3,0,4,3
156,4,0,4,3
157,5,0,4,3
158,6,0,4,3
159,7,0,4,3
160,0,0,5,0
161,1,0,5,0
162,2,0,5,0
163,3,0,5,0
164,4,0,5,0
165,5,0,5,0
166,6,0,5,0
167,7,0,5,0
168,0,0,5,1
169,1,0,5,1
170,2,0,5,1
171,3,0,5,1
172,4,0,5,1
173,5,0,5,1
174,6,0,5,1
175,7,0,5,1
176,0,0,5,2
177,1,0,5,2
178,2,0,5,2
179,3,0,5,2
180,4,0,5,2
181,5,0,5,2
182,6,0,5,2
183,7,0,5,2
184,0,0,5,3
185,1,0,5,3
186,2,0,5,3
187,3,0,5,3
188,4,0,5,3
189,5,0,5,3
190,6,0,5,3
191,7,0,5,3
192,0,0,6,0
193,1,0,6,0
194,2,0,6,0
195,3,0,6,0
196,4,0,6,0
197,5,0,6,0
198,6,0,6,0
199,7,0,6,0
200,0,0,6,1
201,1,0,6,1
202,2,0,6,1
203,3,0,6,1
204,4,0,6,1
205,5,0,6,1
206,6,0,6,1
207,7,0,6,1
208,0,0,6,2
209,1,0,6,2
210,2,0,6,2
211,3,0,6,2
212,4,0,6,2
213,5,0,6,2
214,6,0,6,2
215,7,0,6,2
216,0,0,6,3
217,1,0,6,3
218,2,0,6,3
219,3,0,6,3
220,4,0,6,3
221,5,0,6,3
222,6,0,6,3
223,7,0,6,3
224,0,0,7,0
225,1,0,7,0
226,2,0,7,0
227,3,0,7,0
228,4,0,7,0
229,5,0,7,0
230,6,0,7,0
231,7,0,7,0
232,0,0,7,1
233,1,0,7,1
234,2,0,7,1
235,3,0,7,1
236,4,0,7,1
237,5,0,7,1
238,6,0,7,1
239,7,0,7,1
240,0,0,7,2
241,1,0,7,2
242,2,0,7,2
243,3,0,7,2
244,4,0,7,2
245,5,0,7,2
246,6,0,7,2
247,7,0,7,2
248,0,0,7,3
249,1,0,7,3
250,2,0,7,3
251,3,0,7,3
252,4,0,7,3
253,5,0,7,3
254,6,0,7,3
255,7,0,7,3
256,0,0,8,0
257,1,0,8,0
258,2,0,8,0
259,3,0,8,0
260,4,0,8,0
261,5,0,8,0
262,6,0,8,0
263,7,0,8,0
264,0,0,8,1
265,1,0,8,1
266,2,0,8,1
267,3,0,8,1
268,4,0,8,1
269,5,0,8,1
270,6,0,8,1
271,7,0,8,1
272,0,0,8,2
273,1,0,8,2
