#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
4,0,0,0,4
5,0,0,1,0
6,0,0,1,1
7,0,0,1,2
8,0,0,1,3
9,0,0,1,4
10,0,0,2,0
11,0,0,2,1
12,0,0,2,2
13,0,0,2,3
14,0,0,2,4
15,0,0,3,0
16,0,0,3,1
17,0,0,3,2
18,0,0,3,3
19,0,0,3,4
20,0,0,4,0
21,0,0,4,1
22,0,0,4,2
23,0,0,4,3
24,0,0,4,4
25,0,1,0,0
26,0,1,0,1
27,0,1,0,2
28,0,1,0,3
29,0,1,0,4
30,0,1,1,0
31,0,1,1,1
32,0,1,1,2
33,0,1,1,3
34,0,1,1,4
35,0,1,2,0
36,0,1,2,1
37,0,1,2,2
38,0,1,2,3
39,0,1,2,4
40,0,1,3,0
41,0,1,3,1
42,0,1,3,2
43,0,1,3,3
44,0,1,3,4
45,0,1,4,0
46,0,1,4,1
47,0,1,4,2
48,0,1,4,3
49,0,1,4,4
50,0,2,0,0
51,0,2,0,1
52,0,2,0,2
53,0,2,0,3
54,0,2,0,4
55,0,2,1,0
56,0,2,1,1
57,0,2,1,2
58,0,2,1,3
59,0,2,1,4
60,0,2,2,0
61,0,2,2,1
62,0,2,2,2
63,0,2,2,3
64,0,2,2,4
65,0,2,3,0
66,0,2,3,1
67,0,2,3,2
68,0,2,3,3
69,0,2,3,4
70,0,2,4,0
71,0,2,4,1
72,0,2,4,2
73,0,2,4,3
74,0,2,4,4
75,0,3,0,0
76,0,3,0,1
77,0,3,0,2
78,0,3,0,3
79,0,3,0,4
80,0,3,1,0
81,0,3,1,1
82,0,3,1,2
83,0,3,1,3
84,0,3,1,4
85,0,3,2,0
86,0,3,2,1
87,0,3,2,2
88,0,3,2,3
89,0,3,2,4
90,0,3,3,0
91,0,3,3,1
92,0,3,3,2
93,0,3,3,3
94,0,3,3,4
95,0,3,4,0
96,0,3,4,1
97,0,3,4,2
98,0,3,4,3
99,0,3,4,4
100,0,4,0,0
101,0,4,0,1
102,0,4,0,2
103,0,4,0,3
104,0,4,0,4
105,0,4,1,0
106,0,4,1,1
107,0,4,1,2
108,0,4,1,3
109,0,4,1,4
110,0,4,2,0
111,0,4,2,1
112,0,4,2,2
113,0,4,2,3
114,0,4,2,4
115,0,4,3,0
116,0,4,3,1
117,0,4,3,2
118,0,4,3,3
119,0,4,3,4
120,0,4,4,0
121,0,4,4,1
122,0,4,4,2
123,0,4,4,3
124,0,4,4,4
125,0,5,0,0
126,0,5,0,1
127,0,5,0,2
128,0,5,0,3
129,0,5,0,4
130,0,5,1,0
131,0,5,1,1
132,0,5,1,2
133,0,5,1,3
134,0,5,1,4
135,0,5,2,0
136,0,5,2,1
137,0,5,2,2
138,0,5,2,3
139,0,5,2,4
140,0,5,3,0
141,0,5,3,1
142,0,5,3,2
143,0,5,3,3
144,0,5,3,4
145,0,5,4,0
146,0,5,4,1
147,0,5,4,2
148,0,5,4,3
149,0,5,4,4
150,0,6,0,0
151,0,6,0,1
152,0,6,0,2
153,0,6,0,3
154,0,6,0,4
155,0,6,1,0
156,0,6,1,1
157,0,6,1,2
158,0,6,1,3
159,0,6,1,4
160,0,6,2,0
161,0,6,2,1
162,0,6,2,2
163,0,6,2,3
164,0,6,2,4
165,0,6,3,0
166,0,6,3,1
167,0,6,3,2
168,0,6,3,3
169,0,6,3,4
170,0,6,4,0
171,0,6,4,1
172,0,6,4,2
173,0,6,4,3
174,0,6,4,4
175,0,7,0,0
176,0,7,0,1
177,0,7,0,2
178,0,7,0,3
179,0,7,0,4
180,0,7,1,0
181,0,7,1,1
182,0,7,1,2
183,0,7,1,3
184,0,7,1,4
185,0,7,2,0
186,0,7,2,1
187,0,7,2,2
188,0,7,2,3
189,0,7,2,4
190,0,7,3,0
191,0,7,3,1
192,0,7,3,2
193,0,7,3,3
194,0,7,3,4
195,0,7,4,0
196,0,7,4,1
197,0,7,4,2
198,0,7,4,3
199,0,7,4,4
