#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,2,0,0,0
3,3,0,0,0
4,0,0,0,1
5,1,0,0,1
6,2,0,0,1
7,3,0,0,1
8,0,0,0,2
9,1,0,0,2
10,2,0,0,2
11,3,0,0,2
12,0,0,0,3
13,1,0,0,3
14,2,0,0,3
15,3,0,0,3
16,0,0,0,4
17,1,0,0,4
18,2,0,0,4
19,3,0,0,4
20,0,0,0,5
21,1,0,0,5
22,2,0,0,5
23,3,0,0,5
24,0,0,0,6
25,1,0,0,6
26,2,0,0,6
27,3,0,0,6
28,0,0,0,7
29,1,0,0,7
30,2,0,0,7
31,3,0,0,7
32,0,0,0,8
33,1,0,0,8
34,2,0,0,8
35,3,0,0,8
36,0,0,0,9
37,1,0,0,9
38,2,0,0,9
39,3,0,0,9
40,0,0,1,0
41,1,0,1,0
42,2,0,1,0
43,3,0,1,0
44,0,0,1,1
45,1,0,1,1
46,2,0,1,1
47,3,0,1,1
48,0,0,1,2
49,1,0,1,2
50,2,0,1,2
51,3,0,1,2
52,0,0,1,3
53,1,0,1,3
54,2,0,1,3
55,3,0,1,3
56,0,0,1,4
57,1,0,1,4
58,2,0,1,4
59,3,0,1,4
60,0,0,1,5
61,1,0,1,5
62,2,0,1,5
63,3,0,1,5
64,0,0,1,6
65,1,0,1,6
66,2,0,1,6
67,3,0,1,6
68,0,0,1,7
69,1,0,1,7
70,2,0,1,7
71,3,0,1,7
72,0,0,1,8
73,1,0,1,8
74,2,0,1,8
75,3,0,1,8
76,0,0,1,9
77,1,0,1,9
78,2,0,1,9
79,3,0,1,9
80,0,0,2,0
81,1,0,2,0
82,2,0,2,0
83,3,0,2,0
84,0,0,2,1
85,1,0,2,1
86,2,0,2,1
87,3,0,2,1
88,0,0,2,2
89,1,0,2,2
90,2,0,2,2
91,3,0,2,2
92,0,0,2,3
93,1,0,2,3
94,2,0,2,3
95,3,0,2,3
96,0,0,2,4
97,1,0,2,4
98,2,0,2,4
99,3,0,2,4
100,0,0,2,5
101,1,0,2,5
102,2,0,2,5
103,3,0,2,5
104,0,0,2,6
105,1,0,2,6
106,2,0,2,6
107,3,0,2,6
108,0,0,2,7
109,1,0,2,7
110,2,0,2,7
111,3,0,2,7
112,0,0,2,8
113,1,0,2,8
114,2,0,2,8
115,3,0,2,8
116,0,0,2,9
117,1,0,2,9
118,2,0,2,9
119,3,0,2,9
120,0,0,3,0
121,1,0,3,0
122,2,0,3,0
123,3,0,3,0
124,0,0,3,1
125,1,0,3,1
126,2,0,3,1
127,3,0,3,1
128,0,0,3,2
129,1,0,3,2
130,2,0,3,2
131,3,0,3,2
132,0,0,3,3
133,1,0,3,3
134,2,0,3,3
135,3,0,3,3
136,0,0,3,4
137,1,0,3,4
138,2,0,3,4
139,3,0,3,4
140,0,0,3,5
141,1,0,3,5
142,2,0,3,5
143,3,0,3,5
144,0,0,3,6
145,1,0,3,6
146,2,0,3,6
147,3,0,3,6
148,0,0,3,7
149,1,0,3,7
150,2,0,3,7
151,3,0,3,7
152,0,0,3,8
153,1,0,3,8
154,2,0,3,8
155,3,0,3,8
156,0,0,3,9
157,1,0,3,9
158,2,0,3,9
159,3,0,3,9
160,0,0,4,0
161,1,0,4,0
162,2,0,4,0
163,3,0,4,0
164,0,0,4,1
165,1,0,4,1
166,2,0,4,1
167,3,0,4,1
168,0,0,4,2
169,1,0,4,2
170,2,0,4,2
171,3,0,4,2
172,0,0,4,3
173,1,0,4,3
174,2,0,4,3
175,3,0,4,3
176,0,0,4,4
177,1,0,4,4
178,2,0,4,4
179,3,0,4,4
180,0,0,4,5
181,1,0,4,5
182,2,0,4,5
183,3,0,4,5
184,0,0,4,6
185,1,0,4,6
186,2,0,4,6
187,3,0,4,6
188,0,0,4,7
189,1,0,4,7
190,2,0,4,7
191,3,0,4,7
192,0,0,4,8
193,1,0,4,8
194,2,0,4,8
195,3,0,4,8
196,0,0,4,9
197,1,0,4,9
198,2,0,4,9
199,3,0,4,9
200,0,0,5,0
201,1,0,5,0
202,2,0,5,0
203,3,0,5,0
204,0,0,5,1
205,1,0,5,1
206,2,0,5,1
207,3,0,5,1
208,0,0,5,2
209,1,0,5,2
210,2,0,5,2
211,3,0,5,2
212,0,0,5,3
213,1,0,5,3
214,2,0,5,3
215,3,0,5,3
216,0,0,5,4
217,1,0,5,4
218,2,0,5,4
219,3,0,5,4
220,0,0,5,5
221,1,0,5,5
222,2,0,5,5
223,3,0,5,5
224,0,0,5,6
225,1,0,5,6
226,2,0,5,6
227,3,0,5,6
228,0,0,5,7
229,1,0,5,7
230,2,0,5,7
231,3,0,5,7
232,0,0,5,8
233,1,0,5,8
234,2,0,5,8
235,3,0,5,8
236,0,0,5,9
237,1,0,5,9
238,2,0,5,9
239,3,0,5,9
240,0,0,6,0
241,1,0,6,0
242,2,0,6,0
243,3,0,6,0
244,0,0,6,1
245,1,0,6,1
246,2,0,6,1
247,3,0,6,1
248,0,0,6,2
249,1,0,6,2
250,2,0,6,2
251,3,0,6,2
252,0,0,6,3
253,1,0,6,3
254,2,0,6,3
255,3,0,6,3
256,0,0,6,4
257,1,0,6,4
258,2,0,6,4
259,3,0,6,4
260,0,0,6,5
261,1,0,6,5
262,2,0,6,5
263,3,0,6,5
264,0,0,6,6
265,1,0,6,6
266,2,0,6,6
267,3,0,6,6
268,0,0,6,7
269,1,0,6,7
270,2,0,6,7
271,3,0,6,7
272,0,0,6,8
273,1,0,6,8
