#Mol_idx,mol_in_unitcell,unitcell_in_supercell_a,unitcell_in_supercell_b,unitcell_in_supercell_c
0,0,0,0,0
1,1,0,0,0
2,0,0,0,1
3,1,0,0,1
4,0,0,0,2
5,1,0,0,2
6,0,0,1,0
7,1,0,1,0
8,0,0,1,1
9,1,0,1,1
10,0,0,1,2
11,1,0,1,2
12,0,0,2,0
13,1,0,2,0
14,0,0,2,1
15,1,0,2,1
16,0,0,2,2
17,1,0,2,2
18,0,0,3,0
19,1,0,3,0
20,0,0,3,1
21,1,0,3,1
22,0,0,3,2
23,1,0,3,2
24,0,0,4,0
25,1,0,4,0
26,0,0,4,1
27,1,0,4,1
28,0,0,4,2
29,1,0,4,2
30,0,0,5,0
31,1,0,5,0
32,0,0,5,1
33,1,0,5,1
34,0,0,5,2
35,1,0,5,2
36,0,0,6,0
37,1,0,6,0
38,0,0,6,1
39,1,0,6,1
40,0,0,6,2
41,1,0,6,2
42,0,0,7,0
43,1,0,7,0
44,0,0,7,1
45,1,0,7,1
46,0,0,7,2
47,1,0,7,2
48,0,0,8,0
49,1,0,8,0
50,0,0,8,1
51,1,0,8,1
52,0,0,8,2
53,1,0,8,2
54,0,1,0,0
55,1,1,0,0
56,0,1,0,1
57,1,1,0,1
58,0,1,0,2
59,1,1,0,2
60,0,1,1,0
61,1,1,1,0
62,0,1,1,1
63,1,1,1,1
64,0,1,1,2
65,1,1,1,2
66,0,1,2,0
67,1,1,2,0
68,0,1,2,1
69,1,1,2,1
70,0,1,2,2
71,1,1,2,2
72,0,1,3,0
73,1,1,3,0
74,0,1,3,1
75,1,1,3,1
76,0,1,3,2
77,1,1,3,2
78,0,1,4,0
79,1,1,4,0
80,0,1,4,1
81,1,1,4,1
82,0,1,4,2
83,1,1,4,2
84,0,1,5,0
85,1,1,5,0
86,0,1,5,1
87,1,1,5,1
88,0,1,5,2
89,1,1,5,2
90,0,1,6,0
91,1,1,6,0
92,0,1,6,1
93,1,1,6,1
94,0,1,6,2
95,1,1,6,2
96,0,1,7,0
97,1,1,7,0
98,0,1,7,1
99,1,1,7,1
100,0,1,7,2
101,1,1,7,2
102,0,1,8,0
103,1,1,8,0
104,0,1,8,1
105,1,1,8,1
106,0,1,8,2
107,1,1,8,2
108,0,2,0,0
109,1,2,0,0
110,0,2,0,1
111,1,2,0,1
112,0,2,0,2
113,1,2,0,2
114,0,2,1,0
115,1,2,1,0
116,0,2,1,1
117,1,2,1,1
118,0,2,1,2
119,1,2,1,2
120,0,2,2,0
121,1,2,2,0
122,0,2,2,1
123,1,2,2,1
124,0,2,2,2
125,1,2,2,2
126,0,2,3,0
127,1,2,3,0
128,0,2,3,1
129,1,2,3,1
130,0,2,3,2
131,1,2,3,2
132,0,2,4,0
133,1,2,4,0
134,0,2,4,1
135,1,2,4,1
136,0,2,4,2
137,1,2,4,2
138,0,2,5,0
139,1,2,5,0
140,0,2,5,1
141,1,2,5,1
142,0,2,5,2
143,1,2,5,2
144,0,2,6,0
145,1,2,6,0
146,0,2,6,1
147,1,2,6,1
148,0,2,6,2
149,1,2,6,2
150,0,2,7,0
151,1,2,7,0
152,0,2,7,1
153,1,2,7,1
154,0,2,7,2
155,1,2,7,2
156,0,2,8,0
157,1,2,8,0
158,0,2,8,1
159,1,2,8,1
160,0,2,8,2
161,1,2,8,2
162,0,3,0,0
163,1,3,0,0
164,0,3,0,1
165,1,3,0,1
166,0,3,0,2
167,1,3,0,2
168,0,3,1,0
169,1,3,1,0
170,0,3,1,1
171,1,3,1,1
172,0,3,1,2
173,1,3,1,2
174,0,3,2,0
175,1,3,2,0
176,0,3,2,1
177,1,3,2,1
178,0,3,2,2
179,1,3,2,2
180,0,3,3,0
181,1,3,3,0
182,0,3,3,1
183,1,3,3,1
184,0,3,3,2
185,1,3,3,2
186,0,3,4,0
187,1,3,4,0
188,0,3,4,1
189,1,3,4,1
190,0,3,4,2
191,1,3,4,2
192,0,3,5,0
193,1,3,5,0
194,0,3,5,1
195,1,3,5,1
196,0,3,5,2
197,1,3,5,2
198,0,3,6,0
199,1,3,6,0
200,0,3,6,1
201,1,3,6,1
202,0,3,6,2
203,1,3,6,2
204,0,3,7,0
205,1,3,7,0
206,0,3,7,1
207,1,3,7,1
208,0,3,7,2
209,1,3,7,2
210,0,3,8,0
211,1,3,8,0
212,0,3,8,1
213,1,3,8,1
214,0,3,8,2
215,1,3,8,2
