# Time,Potential,Kinetic En.,Box-XX,Box-XY,Box-XZ,Box-YX,Box-YY,Box-YZ,Box-ZX,Box-ZY,Box-ZZ,Volume,Density,Temperature
0.0,31468.6885120846,0.03840601877979378,4.3525,0.0,0.0,-0.001627135522005298,4.661399716011275,0.0,0.0,-0.0007083593697735364,4.0585999381839795,82.3438880982538,1.1341486884164549,0.0003564183893874198
0.0,31468.52277058384,0.03817532855607192,4.352570311504738,0.0,0.0,-0.0015497328319606894,4.661542101006078,0.0,5.709903506872244e-05,-0.000633431674468426,4.0585477182271745,82.34667405734703,1.1341103178096545,0.0003542775208309105
0.0,31468.49795028521,0.03815775296287456,4.352578009640645,0.0,0.0,-0.0015474286806722109,4.661549239620907,0.0,5.9408498116195865e-05,-0.000629452149837876,4.058545988618437,82.34691071041073,1.1341070585412865,0.00035411441450489817
0.0,31468.49767283645,0.0381548518847024,4.352578960886562,0.0,0.0,-0.0015476086242582534,4.661549902477419,0.0,6.068511481311166e-05,-0.0006278348140261943,4.058546063070088,82.34694192719947,1.1341066286142045,0.0003540874917036691
0.0,31468.488668642327,0.03815162301725792,4.352580076351089,0.0,0.0,-0.001547273872980244,4.661550241202482,0.0,6.175745425543996e-05,-0.0006257776244243092,4.058546288764232,82.34697359371152,1.13410619249373,0.0003540575269280774
0.0,31468.48846355493,0.03815159440446164,4.352580079300079,0.0,0.0,-0.0015472738674755216,4.66155025136174,0.0,6.1758121077915e-05,-0.0006257612647805979,4.058546301256785,82.34697408243964,1.1341061857628256,0.0003540572613934792
0.0,31468.4882960781,0.03815149548403729,4.352580077549218,0.0,0.0,-0.0015472920638443658,4.661550266022022,0.0,6.173371226880385e-05,-0.0006257178149558902,4.0585462905424725,82.34697409090002,1.134106185646307,0.0003540563433848065
0.0,31468.423658810698,0.03230911291545941,4.352580093399002,0.0,0.0,-0.0015472924693201997,4.661550235878633,0.0,6.171959681765885e-05,-0.0006257230705027072,4.058546296103161,82.3469739711016,1.134106187296205,0.0002998374305311466
0.0,31468.197552071193,0.02632552882222909,4.352580107527312,0.0,0.0,-0.001547293426206142,4.661550205816808,0.0,6.170448312223356e-05,-0.0006257278371227312,4.058546301486176,82.34697381657031,1.1341061894244544,0.00024430812879588384
0.0,31468.09533288037,0.033496217542184445,4.352580117708311,0.0,0.0,-0.001547294400413598,4.661550182416711,0.0,6.169205476794921e-05,-0.0006257318856495197,4.058546305640854,82.34697368011712,1.134106191303727,0.00031085408710046264
0.0,31467.991599936297,0.031791052457027034,4.352580118357959,0.0,0.0,-0.0015472948987310846,4.661550178131411,0.0,6.168882211211726e-05,-0.000625733086072368,4.05854630634905,82.34697363107654,1.134106191979128,0.00029502968736832435
0.0,31467.17364424907,0.03152856484179539,4.352580100839332,0.0,0.0,-0.0015472976760049029,4.6615501893255935,0.0,6.168471025350244e-05,-0.0006257362827595486,4.058546303847363,82.34697344662783,1.1341061945194086,0.00029259373029629827
0.0,31465.94947721385,0.04846735151225392,4.352580089841756,0.0,0.0,-0.0015473018707447227,4.661550181631909,0.0,6.16692965758748e-05,-0.0006257430437375108,4.058546304590893,82.34697311773937,1.134106199048955,0.00044979031705728455
0.0,31463.693898820864,0.05048484214089694,4.352580109117631,0.0,0.0,-0.001547308094857483,4.661550113247279,0.0,6.162500361440461e-05,-0.0006257576678603842,4.058546316164278,82.34697250921865,1.1341062074296777,0.0004685131835066307
0.0,31460.511212944086,0.07287167892269614,4.352580137063053,0.0,0.0,-0.0015473195292028303,4.661550002723787,0.0,6.15515810377917e-05,-0.0006257802031371769,4.058546334536421,82.34697145827406,1.1341062219035891,0.000676269169749232
0.0,31455.847504176545,0.09954395275386113,4.352580222306172,0.0,0.0,-0.00154733553489244,4.6615497756248825,0.0,6.142255270601475e-05,-0.0006258164733107408,4.058546373534701,82.3469698505288,1.1341062440459206,0.0009237951873432664
0.0,31449.841589527066,0.0734045690979921,4.352580375511948,0.0,0.0,-0.00154735859043748,4.661549402612062,0.0,6.122179817918739e-05,-0.0006258686866799783,4.058546437980688,82.34696746731363,1.1341062768682488,0.0006812145367524709
0.0,31447.84029271889,0.09721295475078105,4.3525804657274465,0.0,0.0,-0.0015473689294994244,4.661549198628765,0.0,6.111651320133833e-05,-0.0006258967226357892,4.058546473668697,82.34696629481688,1.134106293016214,0.0009021628864612964
0.0,31444.62384936668,0.07870924684360311,4.352580503125528,0.0,0.0,-0.0015473792880839829,4.661549079550582,0.0,6.104383720105149e-05,-0.0006259161707955716,4.058546493634063,82.34696530391409,1.1341063066632147,0.0007304434013518054
0.0,31443.680489882954,0.09170738126273406,4.35258047498429,0.0,0.0,-0.0015473825989856908,4.6615491090608,0.0,6.104864530862644e-05,-0.0006259128954747471,4.058546487430918,82.34696516694888,1.134106308549539,0.0008510696542646754
0.0,31443.430007787785,0.11807038021372683,4.352580398817513,0.0,0.0,-0.0015473868282196547,4.661549210062307,0.0,6.107812618284611e-05,-0.0006259039094550062,4.058546467859315,82.34696511304443,1.1341063092919266,0.0010957255161338742
0.0,31443.215035331166,0.11202489102299663,4.352580364452793,0.0,0.0,-0.0015473892884362715,4.661549249250579,0.0,6.10856713398266e-05,-0.0006259027148958072,4.058546460117698,82.34696499808547,1.134106310875175,0.0010396217181126962
0.0,31442.99657235057,0.10612658992292111,4.352580319288028,0.0,0.0,-0.0015473917484391086,4.661549304563277,0.0,6.109858916809746e-05,-0.0006259009620459546,4.058546449426445,82.34696490379214,1.13410631217381,0.00098488386594779
